Parameter,Factor
6.38419945985691,ZEROER
13.1193675789077,SSER
9.84294343683892,SSFP
33.3919736775324,ZEROAC
-3.71240111320385,ZEROER*ZEROFP
-3.74320553736804,ZEROER*ZEROAC
10.7875043571461,ZEROER*SSEL
7.68268673863645,ZEROER*ZEROPJ
-1.29829349707202,ZEROER*ZERODL
-3.52176727300916,ZEROER*SSDL
5.4776689854217,ZEROER*SSBU
-2.09431657485568,ZEROER*ZEROBV
-1.0235079717927,ZEROER*SSBV
-0.158089822974683,ZEROER*SSBY
-4.88146028232693,ZEROER*ZEROBL
-3.16366673063962,ZEROER*ZEROBA
-22.2859392409026,SSER*ZEROAC
28.50628037819,SSER*SSCH
61.849896416821,SSER*SSDP
11.1055488097809,SSER*SSBH
8.42849407480517,SSER*SSCA
-8.19573180441725,SSER*ZEROPC
-1.42516201826636,SSER*SSPJ
7.09916075768835,SSER*SSCG
-7.32076136970429,SSER*SSBT
-1.87247671556824,SSER*ZEROBU
-10.2328683979106,SSER*ZEROBV
-0.0471238047160846,SSER*ZEROBL
-1.566550608233,SSER*ZEROBP
-2.03968161572725,SSER*SSBA
-0.790670122465822,ZEROFP*ZEROBH
-0.47797723069727,ZEROFP*ZEROBV
-14.8026241304603,SSFP*SSAC
6.66088638831651,SSFP*ZEROPJ
1.22342011339839,SSFP*ZEROBF
6.37021205763698,ZEROAC*SSCH
-1.26148479938394,ZEROAC*ZERODP
11.8491547976042,ZEROAC*SSCG
2.48081503661523,ZEROAC*SSBO
-1.20088072537831,ZEROAC*ZEROBV
5.49788624734224,ZEROAC*SSDF
-7.1948333766626,ZEROAC*ZEROBL
7.83396607692605,ZEROAC*SSBA
-15.2634929475106,SSAC*ZERODP
-0.916231259338318,SSAC*ZEROBH
1.26056318620924,SSAC*SSDL
4.22253646905212,SSAC*SSBO
1.28547534199132,SSAC*SSBY
-5.42694288382515,ZEROCH*ZEROCG
-166912.506855113,SSCH*SSBH
-18.2552652682106,SSCH*SSBY
-1.52833468072431,ZERODP*ZERODF
-3.58151578244675,ZERODP*SSDF
-21.0169525892392,ZERODP*SSBA
-113.445451064314,SSDP*SSDF
-0.863510782745264,ZEROBH*ZEROCG
-23.1864011514756,ZEROBH*SSCG
-0.693887848569523,ZEROBH*ZEROBV
-2.26814780148234,ZEROBH*ZERODF
-1.01845920408492,ZEROBH*SSDF
-161.628694731348,SSBH*ZEROBV
-1.62898445782313,ZEROCA*SSBY
-1.87346026081242,SSCA*SSBY
-0.0824974039039771,ZERODL*SSBV
-80.2789584539227,SSDL*SSBV
-0.680783852693175,ZEROBF*ZEROBV
-1.27287584687043,ZEROBU*ZEROBY
-5.06719976418621,SSBU*SSBY
